"","Zuzanna","Julia","Lena","Maja","Hanna","Zofia","Amelia","Alicja","Aleksandra","Natalia","Oliwia","Maria","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Pola","Liliana","Nikola","Gabriela"
"861",0,0,84,3,58,90,149,0,0,0,0,0,50,24,48,21,6,0,0,0,0,0
"862",0,0,60,92,53,100,264,1,0,0,0,0,86,0,40,12,8,0,0,1,0,0
"863",0,0,89,12,111,100,384,3,0,0,0,0,33,0,30,33,8,0,0,1,0,0
"864",0,0,78,21,77,100,207,0,0,0,0,0,75,0,44,9,8,0,0,1,0,0
"865",0,0,72,37,82,100,259,8,0,0,0,0,60,0,22,41,8,0,0,1,0,0
"866",0,0,81,9,88,100,183,2,0,0,0,0,60,0,29,28,8,0,0,1,0,0
"867",0,0,72,31,89,100,320,0,0,0,0,0,57,0,27,37,8,0,0,1,0,0
"868",0,0,59,45,70,62,219,1,0,0,0,0,100,20,8,8,2,0,0,0,0,0
"869",0,0,80,1,70,100,257,1,0,0,0,0,55,0,20,20,8,0,0,1,0,0
"870",0,0,70,18,86,77,130,0,0,0,0,0,75,7,31,13,2,0,0,0,0,0
"871",0,0,85,12,131,100,208,1,0,0,0,0,40,0,33,33,8,0,0,1,0,0
"872",0,0,76,62,67,100,134,0,0,0,0,0,83,0,21,28,8,0,0,1,0,0
"873",0,0,72,74,96,97,320,1,0,0,0,0,92,0,20,30,7,0,0,1,0,0
"874",0,0,64,34,29,96,141,7,0,0,0,0,82,39,12,26,2,0,0,0,0,0
"875",0,0,69,33,79,79,301,2,0,0,0,0,100,13,47,20,6,0,0,0,0,0
"876",0,0,66,60,98,92,251,0,0,0,0,0,36,1,16,38,6,0,0,0,0,0
"877",0,0,70,72,89,96,136,0,0,0,0,0,62,58,25,24,6,0,0,0,0,0
"878",0,0,80,2,80,92,145,1,0,0,0,0,56,50,50,26,6,0,0,0,0,0
"879",0,0,68,8,81,89,152,2,0,0,0,0,100,1,43,28,6,0,0,0,0,0
"880",0,0,56,0,63,33,199,1,0,1,0,0,100,80,33,11,2,0,0,0,0,0
"881",0,0,60,26,76,82,154,1,0,0,0,0,89,4,34,38,4,0,0,0,0,0
"882",0,0,60,64,38,96,75,1,0,0,0,0,70,36,30,9,6,0,0,0,0,0
"883",0,0,65,4,71,77,146,2,0,0,0,0,80,21,58,26,2,0,0,0,0,0
"884",0,0,73,23,37,100,60,0,0,0,0,0,63,0,31,13,8,0,0,1,0,0
"885",0,0,77,12,47,100,154,0,0,0,0,0,71,0,30,24,8,0,0,1,0,0
"886",0,0,85,0,67,100,173,2,0,0,0,0,10,0,21,10,8,0,0,1,0,0
"887",0,0,85,30,107,100,231,0,0,0,0,0,67,0,54,13,8,0,0,1,0,0
"888",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"889",0,0,86,0,64,100,141,3,0,0,0,0,60,0,72,18,8,0,0,1,0,0
"890",0,0,69,27,55,73,196,1,0,0,0,0,67,7,45,28,5,0,0,0,0,0
"891",0,0,88,9,158,100,393,0,0,0,0,0,50,0,13,16,8,0,0,1,0,0
"892",0,0,56,25,88,79,256,2,0,0,0,0,59,4,23,39,6,0,0,0,0,0
"893",0,0,61,33,103,79,274,0,0,0,0,0,76,2,17,29,6,0,0,0,0,0
"894",0,0,55,70,14,90,286,2,0,0,0,0,75,10,20,20,6,0,0,0,0,0
"895",0,0,55,61,53,96,102,6,0,0,0,0,74,17,36,56,6,0,0,0,0,0
"896",0,0,67,86,23,100,37,0,0,0,0,0,67,0,25,4,8,0,0,1,0,0
"897",0,0,59,55,122,58,224,0,0,0,0,0,62,8,32,33,2,0,0,0,0,0
"898",0,0,80,28,54,94,124,1,0,0,0,0,63,69,44,18,5,0,0,0,0,0
"899",0,0,64,36,95,82,222,1,0,0,0,0,70,6,47,17,5,0,0,0,0,0
"900",0,0,66,0,13,100,14,4,0,1,0,0,100,0,100,2,8,0,0,1,0,0
"901",0,0,63,57,67,86,130,0,0,0,0,0,67,2,34,29,6,0,0,0,0,0
"902",0,0,73,11,102,100,263,4,0,0,0,0,67,0,42,57,8,0,0,1,0,0
"903",0,0,82,13,77,100,145,0,0,0,0,0,71,0,69,45,7,0,0,1,0,0
"904",0,0,72,33,96,70,174,2,0,0,0,0,75,53,50,10,4,0,0,0,0,0
"905",0,0,68,18,72,96,264,1,0,0,0,0,50,30,46,53,6,0,0,0,0,0
"906",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"907",0,0,71,43,68,97,179,5,0,0,0,0,76,50,21,33,3,0,0,0,0,0
"908",0,0,66,71,102,76,169,0,0,0,0,0,71,17,24,17,6,0,0,0,0,0
"909",0,0,69,40,109,100,284,2,0,0,0,0,55,0,26,22,8,0,0,1,0,0
"910",0,0,89,2,114,100,0,0,0,0,0,0,57,0,26,0,8,1,0,1,0,0
"911",0,0,76,13,69,80,133,1,0,0,0,0,75,25,60,5,6,0,0,0,0,0
"912",0,0,69,46,136,54,182,0,0,0,0,0,43,9,38,13,4,0,0,0,0,0
"913",0,0,72,43,98,94,194,0,0,0,0,0,57,54,28,19,6,0,0,0,0,0
"914",0,0,61,99,76,67,128,0,0,0,0,0,100,29,56,18,3,0,0,0,0,0
"915",0,0,67,42,67,100,0,2,0,0,0,0,100,0,0,0,8,1,0,1,0,0
"916",0,0,55,43,89,80,304,4,0,0,0,0,75,19,30,40,5,0,0,0,0,0
"917",0,0,61,41,27,75,61,4,0,0,0,0,83,11,38,8,5,0,0,0,0,0
"918",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"919",0,0,81,0,55,92,163,0,0,0,0,0,33,16,25,24,6,0,0,0,0,0
"920",0,0,86,0,65,100,204,0,0,0,0,0,13,0,34,34,8,0,0,1,0,0
"921",0,0,68,72,51,100,124,2,0,0,0,0,80,0,47,17,8,0,0,1,0,0
"922",0,0,63,78,22,100,38,0,0,0,0,0,100,0,23,13,8,0,0,1,0,0
"923",0,0,81,20,96,100,307,1,0,0,0,0,55,0,27,50,8,0,0,1,0,0
"924",0,0,63,67,45,94,66,1,0,0,0,0,86,0,24,17,6,0,0,1,0,0
"925",0,0,73,8,69,88,0,2,0,0,0,0,27,10,20,0,6,1,0,0,0,0
"926",0,0,70,21,25,100,69,0,0,0,0,0,70,0,20,21,8,0,0,1,0,0
"927",0,0,68,48,99,97,201,0,0,0,0,0,57,42,26,35,6,0,0,0,0,0
"928",0,0,87,0,72,100,172,0,0,0,0,0,40,0,46,13,8,0,0,1,0,0
"929",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"930",0,0,62,34,54,85,281,5,0,0,0,0,67,2,47,47,6,0,0,0,0,0
"931",0,0,79,0,86,88,267,0,0,0,0,0,25,68,35,18,6,0,0,0,0,0
"932",0,0,58,74,128,78,246,0,0,0,0,0,83,10,22,9,4,0,0,0,0,0
"933",0,0,70,70,62,83,116,2,0,0,0,0,88,14,17,18,4,0,0,0,0,0
"934",0,0,86,16,96,100,321,0,0,0,0,0,63,0,47,16,8,0,0,1,0,0
"935",0,0,71,55,74,95,172,1,0,0,0,0,89,52,16,19,6,0,0,0,0,0
"936",0,0,62,70,62,97,298,1,0,0,0,0,79,21,32,53,3,0,0,0,0,0
"937",0,0,56,60,98,81,139,0,0,0,0,0,88,1,43,12,2,0,0,0,0,0
"938",0,0,75,27,109,94,224,1,0,0,0,0,33,1,35,31,6,0,0,0,0,0
"939",0,0,69,81,58,95,137,0,0,0,0,0,86,0,70,20,7,0,0,1,0,0
"940",0,0,70,30,164,94,251,0,0,0,0,0,80,10,44,23,6,0,0,0,0,0
"941",0,0,70,91,41,100,68,0,0,0,0,0,100,0,57,7,8,0,0,1,0,0
"942",0,0,69,68,43,100,194,2,0,0,0,0,67,0,44,18,8,0,0,1,0,0
"943",0,0,59,68,138,85,324,1,0,0,0,0,90,5,26,27,6,0,0,0,0,0
"944",0,0,56,69,52,94,102,4,0,0,0,0,55,19,22,11,6,0,0,0,0,0
"945",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"946",0,0,79,15,72,100,199,0,0,0,0,0,63,0,14,14,8,0,0,1,0,0
"947",0,0,70,55,69,100,232,2,0,0,0,0,57,0,30,27,8,0,0,1,0,0
"948",0,0,64,72,53,90,116,1,0,0,0,0,100,54,45,20,3,0,0,0,0,0
"949",0,0,82,0,113,100,476,3,0,0,0,0,29,0,8,25,8,0,0,1,0,0
"950",0,0,75,12,18,100,45,2,0,0,0,0,57,0,40,10,8,0,0,1,0,0
"951",0,0,84,17,68,100,116,0,0,0,0,0,89,0,55,22,8,0,0,1,0,0
"952",0,0,64,60,81,97,145,0,0,0,0,0,75,3,61,30,6,0,0,0,0,0
"953",0,0,77,28,62,100,127,3,0,0,0,0,83,0,25,10,8,0,0,1,0,0
"954",0,0,72,42,95,100,209,1,0,0,0,0,82,0,38,42,8,0,0,1,0,0
"955",0,0,66,73,77,90,161,1,0,0,0,0,83,79,40,11,2,0,0,0,0,0
"956",0,0,72,89,105,100,354,0,0,0,0,0,92,0,29,24,8,0,0,1,0,0
"957",0,0,88,0,115,100,203,0,0,0,0,0,60,0,23,13,8,0,0,1,0,0
"958",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"959",0,0,63,23,70,55,135,0,0,0,0,0,80,1,55,11,5,0,0,0,0,0
"960",0,0,69,20,108,81,307,0,0,0,0,0,89,3,33,21,6,0,0,0,0,0
"961",0,0,65,18,89,93,304,1,0,0,0,0,46,1,8,40,6,0,0,0,0,0
"962",0,0,63,46,43,100,71,3,0,0,0,0,65,0,16,18,8,0,0,1,0,0
"963",0,0,65,45,76,73,137,2,0,0,0,0,100,12,60,30,4,0,0,0,0,0
"964",0,0,54,26,63,77,117,0,0,0,0,0,50,3,41,23,5,0,0,0,0,0
"965",0,0,87,3,122,100,306,0,0,0,0,0,67,0,36,14,8,0,0,1,0,0
"966",0,0,64,120,38,75,88,0,0,0,0,0,100,72,75,4,3,0,0,0,0,0
"967",0,0,68,62,94,97,327,1,0,0,0,0,63,59,19,12,6,0,0,0,0,0
"968",0,0,80,7,94,100,291,0,0,0,0,0,75,0,68,24,8,0,0,1,0,0
"969",0,0,65,45,62,80,155,1,0,0,0,0,71,26,48,40,6,0,0,0,0,0
"970",0,0,66,0,68,94,208,2,0,0,0,0,83,33,39,18,6,0,0,0,0,0
"971",0,0,84,0,61,100,130,1,0,0,0,0,67,0,43,14,8,0,0,1,0,0
"972",0,0,72,0,74,75,136,3,0,0,0,0,0,25,25,4,6,0,0,0,0,0
"973",0,0,75,2,103,88,248,1,0,0,0,0,57,3,13,16,6,0,0,0,0,0
"974",0,0,76,31,86,100,182,0,0,0,0,0,80,0,39,23,8,0,0,1,0,0
"975",0,0,82,2,92,100,228,2,0,0,0,0,68,0,34,29,8,0,0,1,0,0
"976",0,0,64,0,57,79,163,0,0,1,0,0,67,57,57,4,3,0,0,0,0,0
"977",0,0,71,21,117,93,322,2,0,0,0,0,25,9,48,30,6,0,0,0,0,0
"978",0,0,77,10,38,93,100,6,0,0,0,0,57,34,27,15,6,0,0,0,0,0
"979",0,0,88,2,138,100,205,0,0,0,0,0,24,0,11,8,8,0,0,1,0,0
"980",0,0,66,14,64,83,203,1,0,0,0,0,38,4,26,23,5,0,0,0,0,0
"981",0,0,81,12,67,100,170,1,0,0,0,0,63,0,25,24,8,0,0,1,0,0
"982",0,0,72,30,39,100,191,3,0,0,0,0,44,0,19,35,8,0,0,1,0,0
"983",0,0,59,48,56,100,136,0,0,0,0,0,59,0,12,42,8,0,0,1,0,0
"984",0,0,65,35,68,81,120,1,0,0,0,0,80,20,10,21,6,0,0,0,0,0
"985",0,0,67,64,68,100,296,7,0,0,0,0,80,0,27,22,8,0,0,1,0,0
"986",0,0,55,43,29,92,101,0,0,0,0,0,100,2,38,13,6,0,0,0,0,0
"987",0,0,82,25,103,100,286,0,0,0,0,0,89,0,47,17,8,0,0,1,0,0
"988",0,0,68,7,52,94,143,0,0,0,0,0,53,1,19,36,6,0,0,0,0,0
"989",0,0,66,0,52,80,109,4,0,1,0,0,100,0,40,5,6,0,0,1,0,0
"990",0,0,70,52,43,100,122,1,0,0,0,0,88,0,36,15,8,0,0,1,0,0
"991",0,0,59,52,46,60,67,0,0,0,0,0,60,5,20,5,5,0,0,0,0,0
"992",0,0,59,85,70,43,204,0,0,0,0,0,100,10,29,7,2,0,0,0,0,0
"993",0,0,63,43,37,100,95,2,0,0,0,0,69,0,37,19,8,0,0,1,0,0
"994",0,0,82,6,63,100,268,0,0,0,0,0,25,0,7,36,8,0,0,1,0,0
"995",0,0,86,15,69,100,149,0,0,0,0,0,43,0,57,14,8,0,0,1,0,0
"996",0,0,67,44,51,97,158,2,0,0,0,0,67,0,45,29,6,0,0,1,0,0
"997",0,0,83,22,175,93,416,0,0,0,0,0,64,44,11,27,5,0,0,0,0,0
"998",0,0,68,4,149,33,379,0,0,0,0,0,100,39,83,6,2,0,0,0,0,0
"999",0,0,69,39,45,100,77,0,0,0,0,0,75,0,38,29,8,0,0,1,0,0
"1000",0,0,80,36,67,100,195,0,0,0,0,0,83,0,25,25,8,0,0,1,0,0
"1001",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"1002",0,0,68,50,54,100,134,2,0,0,0,0,83,0,50,24,8,0,0,1,0,0
"1003",0,0,77,9,87,100,195,1,0,0,0,0,78,0,36,49,8,0,0,1,0,0
"1004",0,0,68,62,49,100,189,1,0,0,0,0,75,0,50,6,8,0,0,1,0,0
"1005",0,0,67,3,80,95,204,0,0,0,0,0,40,65,39,23,2,0,0,0,0,0
"1006",0,0,79,29,97,100,350,0,0,0,0,0,27,0,39,28,8,0,0,1,0,0
"1007",0,0,76,40,144,100,333,0,0,0,0,0,69,0,36,25,8,0,0,1,0,0
"1008",0,0,64,2,31,100,46,1,0,0,0,0,67,0,20,5,8,0,0,1,0,0
"1009",0,0,68,32,80,97,0,2,0,0,0,0,87,21,16,0,6,1,0,0,0,0
"1010",0,0,81,51,132,100,333,1,0,0,0,0,80,0,25,12,8,0,0,1,0,0
"1011",0,0,69,36,46,86,183,1,0,0,0,0,56,20,45,22,2,0,0,0,0,0
"1012",0,0,77,0,41,100,59,1,0,0,0,0,67,0,50,6,8,0,0,1,0,0
"1013",0,0,71,64,60,100,142,3,0,0,0,0,71,0,50,40,8,0,0,1,0,0
"1014",0,0,73,31,51,100,136,3,0,0,0,0,50,0,38,16,8,0,0,1,0,0
"1015",0,0,84,29,82,100,196,2,0,0,0,0,64,0,17,25,8,0,0,1,0,0
"1016",0,0,67,44,30,100,92,1,0,0,0,0,82,0,29,14,8,0,0,1,0,0
"1017",0,0,63,53,107,79,271,3,0,0,0,0,50,36,48,31,2,0,0,0,0,0
"1018",0,0,65,48,32,100,72,0,0,0,0,0,40,0,5,21,8,0,0,1,0,0
"1019",0,0,65,23,28,75,242,2,0,0,0,0,100,13,63,7,2,0,0,0,0,0
"1020",0,0,72,43,53,100,84,1,0,0,0,0,64,0,27,30,8,0,0,1,0,0
"1021",0,0,73,16,110,73,162,2,0,0,0,0,67,32,7,15,5,0,0,0,0,0
"1022",0,0,57,96,30,94,74,0,0,0,0,0,91,63,44,16,5,0,0,0,0,0
"1023",0,0,56,6,97,78,412,2,0,0,0,0,60,2,59,30,2,0,0,0,0,0
"1024",0,0,83,11,56,97,173,0,0,0,0,0,53,42,20,31,6,0,0,0,0,0
"1025",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"1026",0,0,84,1,93,100,268,1,0,0,0,0,71,0,33,15,8,0,0,1,0,0
"1027",0,0,89,0,108,100,191,1,0,0,0,0,50,0,33,3,8,0,0,1,0,0
"1028",0,0,76,52,84,100,163,2,0,0,0,0,89,0,50,24,8,0,0,1,0,0
"1029",0,0,85,0,77,100,181,0,0,0,0,0,50,0,50,10,8,0,0,1,0,0
"1030",0,0,70,24,57,86,105,0,0,0,0,0,67,6,7,14,6,0,0,0,0,0
"1031",0,0,71,10,83,85,208,1,0,0,0,0,45,13,35,26,6,0,0,0,0,0
"1032",0,0,73,19,68,91,189,0,0,0,0,0,50,8,52,33,6,0,0,0,0,0
"1033",0,0,89,2,106,100,363,1,0,0,0,0,64,0,29,24,7,0,0,1,0,0
"1034",0,0,89,9,81,100,241,0,0,0,0,0,50,0,40,18,8,0,0,1,0,0
"1035",0,0,91,0,209,100,282,0,0,0,0,0,0,0,43,7,8,0,0,1,0,0
"1036",0,0,69,18,43,75,59,0,0,0,0,0,75,32,50,12,3,0,0,0,0,0
"1037",0,0,76,32,70,97,150,0,0,0,0,0,64,0,27,33,6,0,0,1,0,0
"1038",0,0,75,16,61,100,175,2,0,0,0,0,33,0,34,38,8,0,0,1,0,0
"1039",0,0,74,0,119,82,288,4,0,0,0,0,83,8,41,18,4,0,0,0,0,0
"1040",0,0,91,5,118,100,240,0,0,0,0,0,50,0,0,8,8,0,0,1,0,0
"1041",0,0,66,36,81,98,176,2,0,0,0,0,47,3,39,44,6,0,0,0,0,0
"1042",0,0,77,26,41,100,90,0,0,0,0,0,100,0,67,3,8,0,0,1,0,0
"1043",0,0,78,6,106,96,340,1,0,0,0,0,56,7,56,25,6,0,0,0,0,0
"1044",0,0,58,61,48,80,146,1,0,0,0,0,80,22,24,25,5,0,0,0,0,0
"1045",0,0,60,63,35,88,62,1,0,0,0,0,45,12,18,2,6,0,0,0,0,0
"1046",0,0,80,15,71,100,188,7,0,0,0,0,25,0,39,36,8,0,0,1,0,0
"1047",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"1048",0,0,57,8,74,69,177,4,0,0,0,0,67,5,38,13,3,0,0,0,0,0
"1049",0,0,90,15,87,100,208,0,0,0,0,0,38,0,29,14,8,0,0,1,0,0
"1050",0,0,68,14,67,96,227,3,0,0,0,0,64,4,56,21,6,0,0,0,0,0
"1051",0,0,60,8,64,64,151,0,0,0,0,0,83,11,36,17,4,0,0,0,0,0
"1052",0,0,47,94,88,70,247,2,0,0,0,0,80,0,30,30,2,0,0,0,0,0
"1053",0,0,78,6,69,83,188,0,0,0,0,0,71,22,44,18,6,0,0,0,0,0
"1054",0,0,73,45,113,100,251,6,0,0,0,0,76,0,33,63,8,0,0,1,0,0
"1055",0,0,60,92,33,71,80,0,0,0,0,0,100,30,43,7,4,0,0,0,0,0
"1056",0,0,61,48,98,94,328,0,0,0,0,0,50,33,31,16,6,0,0,0,0,0
"1057",0,0,63,55,71,97,190,1,0,0,0,0,80,10,28,39,6,0,0,0,0,0
"1058",0,0,77,18,77,100,196,2,0,0,0,0,70,0,41,32,8,0,0,1,0,0
"1059",0,0,61,93,20,100,54,3,0,0,0,0,100,0,20,5,8,0,0,1,0,0
"1060",0,0,75,101,105,100,113,0,0,0,0,0,100,0,0,2,8,0,0,1,0,0
"1061",0,0,84,8,75,95,365,0,0,0,0,0,31,53,0,31,6,0,0,0,0,0
"1062",0,0,61,101,39,90,66,1,0,0,0,0,100,23,75,21,6,0,0,0,0,0
"1063",0,0,70,48,50,96,78,2,0,0,0,0,78,11,46,24,6,0,0,0,0,0
"1064",0,0,85,5,50,100,83,1,0,0,0,0,50,0,50,20,8,0,0,1,0,0
"1065",0,0,70,8,59,93,153,0,0,0,0,0,29,2,7,28,6,0,0,0,0,0
"1066",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"1067",0,0,59,91,90,87,218,2,0,0,0,0,67,13,45,67,2,0,0,0,0,0
"1068",0,0,85,42,104,100,278,1,0,0,0,0,44,0,35,23,8,0,0,1,0,0
"1069",0,0,84,25,79,100,186,4,0,0,0,0,75,0,75,16,8,0,0,1,0,0
"1070",0,0,70,14,65,100,90,1,0,0,0,0,42,0,16,17,8,0,0,1,0,0
"1071",0,0,87,4,89,100,169,0,0,0,0,0,50,0,20,15,8,0,0,1,0,0
"1072",0,0,75,29,88,100,499,4,0,0,0,0,72,0,53,36,8,0,0,1,0,0
"1073",0,0,77,26,55,100,154,1,0,0,0,0,86,0,63,32,8,0,0,1,0,0
"1074",0,0,63,45,63,92,134,0,0,0,0,0,88,25,51,37,6,0,0,0,0,0
"1075",0,0,70,21,38,100,105,1,0,0,0,0,57,0,17,13,8,0,0,1,0,0
"1076",0,0,63,37,148,85,329,5,0,0,0,0,82,44,33,33,4,0,0,0,0,0
"1077",0,0,70,45,48,100,97,3,0,0,0,0,60,0,50,20,8,0,0,1,0,0
"1078",0,0,69,96,182,82,603,0,0,0,0,0,80,38,18,11,6,0,0,0,0,0
"1079",0,0,63,4,71,88,282,1,0,0,0,0,82,1,69,32,2,0,0,0,0,0
"1080",0,0,79,10,38,100,81,0,0,0,0,0,50,0,20,10,8,0,0,1,0,0
"1081",1,1,20,0,0,20,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1
"1082",0,0,73,63,59,100,321,4,0,0,0,0,77,0,29,41,8,0,0,1,0,0
"1083",0,0,64,44,54,85,144,2,0,0,0,0,89,4,55,21,6,0,0,0,0,0
"1084",0,0,63,97,59,100,272,0,0,0,0,0,100,0,17,6,8,0,0,1,0,0
"1085",0,0,74,53,89,73,164,0,0,0,0,0,40,12,45,11,5,0,0,0,0,0
"1086",0,0,88,0,91,100,236,0,0,0,0,0,33,0,40,10,8,0,0,1,0,0
"1087",0,0,57,90,83,63,232,1,0,0,0,0,93,0,29,24,6,0,0,0,0,0
"1088",0,0,84,18,88,100,165,0,0,0,0,0,67,0,50,12,8,0,0,1,0,0
"1089",0,0,67,17,111,68,257,0,0,0,0,0,60,5,37,19,5,0,0,0,0,0
"1090",0,0,77,42,73,100,201,2,0,0,0,0,64,0,40,25,8,0,0,1,0,0
"1091",0,0,68,26,63,95,170,3,0,0,0,0,64,45,36,24,6,0,0,0,0,0
"1092",0,0,81,12,78,92,257,0,0,0,0,0,56,0,40,25,6,0,0,1,0,0
"1093",0,0,68,5,114,95,0,4,0,0,0,0,50,20,38,21,2,1,0,0,0,0
"1094",0,0,82,0,73,100,215,0,0,0,0,0,100,0,60,10,8,0,0,1,0,0
"1095",0,0,84,19,95,100,319,0,0,0,0,0,50,0,23,35,8,0,0,1,0,0
"1096",0,0,61,51,80,86,141,1,0,0,0,0,100,2,71,21,5,0,0,0,0,0
"1097",0,0,91,4,212,100,538,0,0,0,0,0,14,0,17,12,8,0,0,1,0,0
"1098",0,0,89,0,257,100,379,0,0,0,0,0,0,0,33,3,8,0,0,1,0,0
"1099",0,0,82,19,71,100,289,0,0,0,0,0,57,0,45,14,8,0,0,1,0,0
"1100",0,0,55,64,17,96,39,2,0,0,0,0,78,0,26,23,7,0,0,1,0,0
"1101",0,0,67,31,44,90,87,1,0,0,0,0,60,11,35,20,6,0,0,0,0,0
"1102",0,0,65,54,13,100,0,2,0,0,0,0,80,0,57,7,8,1,0,1,0,0
"1103",0,0,86,9,122,100,291,0,0,0,0,0,83,0,45,31,8,0,0,1,0,0
"1104",0,0,70,38,79,90,148,2,0,0,0,0,63,26,38,21,6,0,0,0,0,0
"1105",0,0,65,78,55,78,115,0,0,0,0,0,75,67,56,9,2,0,0,0,0,0
"1106",0,0,58,51,51,83,123,3,0,0,0,0,65,2,13,23,5,0,0,0,0,0
"1107",0,0,75,42,55,100,194,1,0,0,0,0,69,0,14,10,8,0,0,1,0,0
"1108",0,0,67,31,57,100,0,5,0,0,0,0,86,0,44,0,8,1,0,1,0,0
"1109",0,0,82,60,104,100,258,0,0,0,0,0,100,0,43,7,8,0,0,1,0,0
"1110",0,0,83,3,28,100,61,0,0,0,0,0,63,0,54,13,8,0,0,1,0,0
"1111",0,0,60,22,73,84,0,0,0,0,0,0,33,76,42,0,6,1,0,0,0,0
"1112",0,0,73,15,120,89,322,1,0,0,0,0,60,1,11,18,3,0,0,0,0,0
"1113",0,0,78,80,115,100,265,0,0,0,0,0,100,0,64,11,8,0,0,1,0,0
"1114",0,0,74,21,31,100,115,1,0,0,0,0,86,0,40,35,8,0,0,1,0,0
"1115",0,0,70,60,82,100,162,3,0,0,0,0,67,0,45,20,8,0,0,1,0,0
"1116",0,0,58,73,25,100,54,8,0,0,0,0,74,0,35,26,8,0,0,1,0,0
"1117",0,0,54,64,101,88,184,1,0,0,0,0,93,4,51,43,6,0,0,0,0,0
"1118",0,0,81,13,77,100,276,0,0,0,0,0,24,0,0,39,8,0,0,1,0,0
"1119",0,0,58,82,19,93,38,1,0,0,0,0,100,15,64,14,4,0,0,0,0,0
"1120",0,0,60,28,141,67,357,1,0,0,0,0,100,3,50,13,4,0,0,0,0,0
"1121",0,0,20,0,179,50,85,3,1,1,0,0,0,15,0,4,4,0,1,0,0,0
"1122",0,0,70,28,11,100,145,4,0,0,0,0,43,0,30,8,8,0,0,1,0,0
"1123",0,0,54,97,91,70,232,1,0,0,0,0,90,2,48,23,6,0,0,0,0,0
"1124",0,0,87,47,102,100,0,0,0,0,0,0,50,0,9,11,8,1,0,1,0,0
"1125",0,0,85,20,121,100,377,0,0,0,0,0,67,0,46,46,8,0,0,1,0,0
"1126",0,0,84,13,94,100,217,0,0,0,0,0,17,0,12,25,8,0,0,1,0,0
"1127",0,0,75,14,140,96,400,3,0,0,0,0,71,0,18,29,6,0,0,1,0,0
"1128",0,0,90,4,103,100,243,0,0,0,0,0,29,0,30,20,8,0,0,1,0,0
"1129",0,0,86,22,128,100,192,0,0,0,0,0,80,0,41,17,8,0,0,1,0,0
"1130",0,0,78,42,113,97,475,2,0,0,0,0,64,29,50,30,6,0,0,0,0,0
"1131",0,0,68,84,76,98,184,1,0,0,0,0,70,48,26,42,6,0,0,0,0,0
"1132",0,0,65,5,60,50,0,0,0,0,0,0,60,14,17,6,5,1,0,0,0,0
"1133",0,0,80,8,90,92,0,0,0,0,0,0,73,6,28,0,6,1,0,0,0,0
"1134",0,0,66,34,64,78,190,7,0,0,0,0,100,0,22,9,7,0,0,1,0,0
"1135",0,0,82,0,107,100,176,0,0,0,0,0,21,0,35,40,8,0,0,1,0,0
"1136",0,0,68,37,18,100,0,7,0,0,0,0,67,0,38,8,8,1,0,1,0,0
"1137",0,0,85,0,75,97,147,1,0,0,0,0,17,39,22,42,6,0,0,0,0,0
"1138",0,0,86,2,80,100,215,0,0,0,0,0,21,0,16,39,8,0,0,1,0,0
"1139",0,0,72,36,70,100,0,1,0,0,0,0,67,0,13,31,8,1,0,1,0,0
"1140",0,0,74,37,78,96,169,1,0,0,0,0,75,76,37,27,6,0,0,0,0,0
"1141",0,0,75,10,83,97,231,1,0,0,0,0,63,78,77,30,6,0,0,0,0,0
"1142",0,0,73,1,90,100,203,0,0,0,0,0,50,0,12,34,8,0,0,1,0,0
"1143",0,0,65,81,81,73,180,0,0,0,0,0,100,15,18,11,5,0,0,0,0,0
"1144",0,0,75,22,68,100,188,1,0,0,0,0,68,0,39,26,8,0,0,1,0,0
"1145",0,0,80,38,97,100,381,0,0,0,0,0,57,0,37,37,8,0,0,1,0,0
"1146",0,0,62,59,39,92,101,3,0,0,0,0,86,41,0,13,6,0,0,0,0,0
"1147",0,0,74,6,118,93,311,0,0,0,0,0,50,5,53,15,6,0,0,0,0,0
"1148",0,0,67,99,36,92,124,0,0,0,0,0,100,42,75,12,6,0,0,0,0,0
"1149",0,0,73,16,79,91,160,1,0,0,0,0,67,16,55,11,4,0,0,0,0,0
"1150",0,0,84,18,61,100,131,0,0,0,0,0,63,0,53,30,8,0,0,1,0,0
"1151",0,0,64,75,117,90,244,9,0,0,0,0,100,3,60,42,4,0,0,0,0,0
"1152",0,0,57,11,62,97,171,4,0,0,0,0,39,0,26,34,6,0,0,0,0,0
