"Y";"Zuzanna";"Julia";"Lena";"Maja";"Hanna";"Zofia";"Amelia";"Alicja";"Aleksandra";"Natalia";"Oliwia";"Maria";"Wiktoria";"Emilia";"Antonina";"Laura";"Anna";"Nadia";"Pola";"Liliana";"Nikola";"Gabriela"
FALSE;0;0;68;14;67;96;227;3;0;0;0;0;64;4;56;21;6;0;0;0;0;0
FALSE;0;0;60;8;64;64;151;0;0;0;0;0;83;11;36;17;4;0;0;0;0;0
FALSE;0;0;47;94;88;70;247;2;0;0;0;0;80;0;30;30;2;0;0;0;0;0
FALSE;0;0;78;6;69;83;188;0;0;0;0;0;71;22;44;18;6;0;0;0;0;0
FALSE;0;0;73;45;113;100;251;6;0;0;0;0;76;0;33;63;8;0;0;1;0;0
FALSE;0;0;60;92;33;71;80;0;0;0;0;0;100;30;43;7;4;0;0;0;0;0
FALSE;0;0;61;48;98;94;328;0;0;0;0;0;50;33;31;16;6;0;0;0;0;0
FALSE;0;0;63;55;71;97;190;1;0;0;0;0;80;10;28;39;6;0;0;0;0;0
FALSE;0;0;77;18;77;100;196;2;0;0;0;0;70;0;41;32;8;0;0;1;0;0
FALSE;0;0;61;93;20;100;54;3;0;0;0;0;100;0;20;5;8;0;0;1;0;0
FALSE;0;0;75;101;105;100;113;0;0;0;0;0;100;0;0;2;8;0;0;1;0;0
FALSE;0;0;84;8;75;95;365;0;0;0;0;0;31;53;0;31;6;0;0;0;0;0
FALSE;0;0;61;101;39;90;66;1;0;0;0;0;100;23;75;21;6;0;0;0;0;0
FALSE;0;0;70;48;50;96;78;2;0;0;0;0;78;11;46;24;6;0;0;0;0;0
FALSE;0;0;85;5;50;100;83;1;0;0;0;0;50;0;50;20;8;0;0;1;0;0
FALSE;0;0;70;8;59;93;153;0;0;0;0;0;29;2;7;28;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;59;91;90;87;218;2;0;0;0;0;67;13;45;67;2;0;0;0;0;0
FALSE;0;0;85;42;104;100;278;1;0;0;0;0;44;0;35;23;8;0;0;1;0;0
FALSE;0;0;84;25;79;100;186;4;0;0;0;0;75;0;75;16;8;0;0;1;0;0
FALSE;0;0;70;14;65;100;90;1;0;0;0;0;42;0;16;17;8;0;0;1;0;0
FALSE;0;0;87;4;89;100;169;0;0;0;0;0;50;0;20;15;8;0;0;1;0;0
FALSE;0;0;75;29;88;100;499;4;0;0;0;0;72;0;53;36;8;0;0;1;0;0
FALSE;0;0;77;26;55;100;154;1;0;0;0;0;86;0;63;32;8;0;0;1;0;0
FALSE;0;0;63;45;63;92;134;0;0;0;0;0;88;25;51;37;6;0;0;0;0;0
FALSE;0;0;70;21;38;100;105;1;0;0;0;0;57;0;17;13;8;0;0;1;0;0
FALSE;0;0;63;37;148;85;329;5;0;0;0;0;82;44;33;33;4;0;0;0;0;0
FALSE;0;0;70;45;48;100;97;3;0;0;0;0;60;0;50;20;8;0;0;1;0;0
FALSE;0;0;69;96;182;82;603;0;0;0;0;0;80;38;18;11;6;0;0;0;0;0
FALSE;0;0;63;4;71;88;282;1;0;0;0;0;82;1;69;32;2;0;0;0;0;0
FALSE;0;0;79;10;38;100;81;0;0;0;0;0;50;0;20;10;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;73;63;59;100;321;4;0;0;0;0;77;0;29;41;8;0;0;1;0;0
FALSE;0;0;64;44;54;85;144;2;0;0;0;0;89;4;55;21;6;0;0;0;0;0
FALSE;0;0;63;97;59;100;272;0;0;0;0;0;100;0;17;6;8;0;0;1;0;0
FALSE;0;0;74;53;89;73;164;0;0;0;0;0;40;12;45;11;5;0;0;0;0;0
FALSE;0;0;88;0;91;100;236;0;0;0;0;0;33;0;40;10;8;0;0;1;0;0
FALSE;0;0;57;90;83;63;232;1;0;0;0;0;93;0;29;24;6;0;0;0;0;0
FALSE;0;0;84;18;88;100;165;0;0;0;0;0;67;0;50;12;8;0;0;1;0;0
FALSE;0;0;67;17;111;68;257;0;0;0;0;0;60;5;37;19;5;0;0;0;0;0
FALSE;0;0;77;42;73;100;201;2;0;0;0;0;64;0;40;25;8;0;0;1;0;0
FALSE;0;0;68;26;63;95;170;3;0;0;0;0;64;45;36;24;6;0;0;0;0;0
FALSE;0;0;81;12;78;92;257;0;0;0;0;0;56;0;40;25;6;0;0;1;0;0
FALSE;0;0;68;5;114;95;0;4;0;0;0;0;50;20;38;21;2;1;0;0;0;0
FALSE;0;0;82;0;73;100;215;0;0;0;0;0;100;0;60;10;8;0;0;1;0;0
FALSE;0;0;84;19;95;100;319;0;0;0;0;0;50;0;23;35;8;0;0;1;0;0
FALSE;0;0;61;51;80;86;141;1;0;0;0;0;100;2;71;21;5;0;0;0;0;0
FALSE;0;0;91;4;212;100;538;0;0;0;0;0;14;0;17;12;8;0;0;1;0;0
FALSE;0;0;89;0;257;100;379;0;0;0;0;0;0;0;33;3;8;0;0;1;0;0
FALSE;0;0;82;19;71;100;289;0;0;0;0;0;57;0;45;14;8;0;0;1;0;0
FALSE;0;0;55;64;17;96;39;2;0;0;0;0;78;0;26;23;7;0;0;1;0;0
FALSE;0;0;67;31;44;90;87;1;0;0;0;0;60;11;35;20;6;0;0;0;0;0
FALSE;0;0;65;54;13;100;0;2;0;0;0;0;80;0;57;7;8;1;0;1;0;0
FALSE;0;0;86;9;122;100;291;0;0;0;0;0;83;0;45;31;8;0;0;1;0;0
FALSE;0;0;70;38;79;90;148;2;0;0;0;0;63;26;38;21;6;0;0;0;0;0
FALSE;0;0;65;78;55;78;115;0;0;0;0;0;75;67;56;9;2;0;0;0;0;0
FALSE;0;0;58;51;51;83;123;3;0;0;0;0;65;2;13;23;5;0;0;0;0;0
FALSE;0;0;75;42;55;100;194;1;0;0;0;0;69;0;14;10;8;0;0;1;0;0
FALSE;0;0;67;31;57;100;0;5;0;0;0;0;86;0;44;0;8;1;0;1;0;0
FALSE;0;0;82;60;104;100;258;0;0;0;0;0;100;0;43;7;8;0;0;1;0;0
FALSE;0;0;83;3;28;100;61;0;0;0;0;0;63;0;54;13;8;0;0;1;0;0
FALSE;0;0;60;22;73;84;0;0;0;0;0;0;33;76;42;0;6;1;0;0;0;0
FALSE;0;0;73;15;120;89;322;1;0;0;0;0;60;1;11;18;3;0;0;0;0;0
FALSE;0;0;78;80;115;100;265;0;0;0;0;0;100;0;64;11;8;0;0;1;0;0
FALSE;0;0;74;21;31;100;115;1;0;0;0;0;86;0;40;35;8;0;0;1;0;0
FALSE;0;0;70;60;82;100;162;3;0;0;0;0;67;0;45;20;8;0;0;1;0;0
FALSE;0;0;58;73;25;100;54;8;0;0;0;0;74;0;35;26;8;0;0;1;0;0
FALSE;0;0;54;64;101;88;184;1;0;0;0;0;93;4;51;43;6;0;0;0;0;0
FALSE;0;0;81;13;77;100;276;0;0;0;0;0;24;0;0;39;8;0;0;1;0;0
FALSE;0;0;58;82;19;93;38;1;0;0;0;0;100;15;64;14;4;0;0;0;0;0
FALSE;0;0;60;28;141;67;357;1;0;0;0;0;100;3;50;13;4;0;0;0;0;0
FALSE;0;0;20;0;179;50;85;3;1;1;0;0;0;15;0;4;4;0;1;0;0;0
FALSE;0;0;70;28;11;100;145;4;0;0;0;0;43;0;30;8;8;0;0;1;0;0
FALSE;0;0;54;97;91;70;232;1;0;0;0;0;90;2;48;23;6;0;0;0;0;0
FALSE;0;0;87;47;102;100;0;0;0;0;0;0;50;0;9;11;8;1;0;1;0;0
FALSE;0;0;85;20;121;100;377;0;0;0;0;0;67;0;46;46;8;0;0;1;0;0
FALSE;0;0;84;13;94;100;217;0;0;0;0;0;17;0;12;25;8;0;0;1;0;0
FALSE;0;0;75;14;140;96;400;3;0;0;0;0;71;0;18;29;6;0;0;1;0;0
FALSE;0;0;90;4;103;100;243;0;0;0;0;0;29;0;30;20;8;0;0;1;0;0
FALSE;0;0;86;22;128;100;192;0;0;0;0;0;80;0;41;17;8;0;0;1;0;0
FALSE;0;0;78;42;113;97;475;2;0;0;0;0;64;29;50;30;6;0;0;0;0;0
FALSE;0;0;68;84;76;98;184;1;0;0;0;0;70;48;26;42;6;0;0;0;0;0
FALSE;0;0;65;5;60;50;0;0;0;0;0;0;60;14;17;6;5;1;0;0;0;0
FALSE;0;0;80;8;90;92;0;0;0;0;0;0;73;6;28;0;6;1;0;0;0;0
FALSE;0;0;66;34;64;78;190;7;0;0;0;0;100;0;22;9;7;0;0;1;0;0
FALSE;0;0;82;0;107;100;176;0;0;0;0;0;21;0;35;40;8;0;0;1;0;0
FALSE;0;0;68;37;18;100;0;7;0;0;0;0;67;0;38;8;8;1;0;1;0;0
FALSE;0;0;85;0;75;97;147;1;0;0;0;0;17;39;22;42;6;0;0;0;0;0
FALSE;0;0;86;2;80;100;215;0;0;0;0;0;21;0;16;39;8;0;0;1;0;0
FALSE;0;0;72;36;70;100;0;1;0;0;0;0;67;0;13;31;8;1;0;1;0;0
FALSE;0;0;74;37;78;96;169;1;0;0;0;0;75;76;37;27;6;0;0;0;0;0
FALSE;0;0;75;10;83;97;231;1;0;0;0;0;63;78;77;30;6;0;0;0;0;0
FALSE;0;0;73;1;90;100;203;0;0;0;0;0;50;0;12;34;8;0;0;1;0;0
FALSE;0;0;65;81;81;73;180;0;0;0;0;0;100;15;18;11;5;0;0;0;0;0
FALSE;0;0;75;22;68;100;188;1;0;0;0;0;68;0;39;26;8;0;0;1;0;0
FALSE;0;0;80;38;97;100;381;0;0;0;0;0;57;0;37;37;8;0;0;1;0;0
FALSE;0;0;62;59;39;92;101;3;0;0;0;0;86;41;0;13;6;0;0;0;0;0
FALSE;0;0;74;6;118;93;311;0;0;0;0;0;50;5;53;15;6;0;0;0;0;0
FALSE;0;0;67;99;36;92;124;0;0;0;0;0;100;42;75;12;6;0;0;0;0;0
FALSE;0;0;73;16;79;91;160;1;0;0;0;0;67;16;55;11;4;0;0;0;0;0
FALSE;0;0;84;18;61;100;131;0;0;0;0;0;63;0;53;30;8;0;0;1;0;0
FALSE;0;0;64;75;117;90;244;9;0;0;0;0;100;3;60;42;4;0;0;0;0;0
FALSE;0;0;57;11;62;97;171;4;0;0;0;0;39;0;26;34;6;0;0;0;0;0
FALSE;0;0;80;5;111;100;225;2;0;0;0;0;80;0;55;20;8;0;0;1;0;0
FALSE;0;0;75;15;31;92;212;1;0;0;0;0;83;16;42;23;6;0;0;0;0;0
FALSE;0;0;77;24;67;100;128;1;0;0;0;0;29;0;17;36;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;69;33;98;97;187;2;0;0;0;0;73;25;37;30;6;0;0;0;0;0
FALSE;0;0;86;5;96;100;288;2;0;0;0;0;41;0;34;38;8;0;0;1;0;0
FALSE;0;0;92;0;142;100;407;0;0;0;0;0;33;0;48;21;8;0;0;1;0;0
FALSE;0;0;80;11;61;98;162;0;0;0;0;0;53;74;12;45;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;83;3;79;100;182;0;0;0;0;0;46;0;43;40;8;0;0;1;0;0
FALSE;0;0;63;34;95;91;377;4;0;0;0;0;57;6;30;25;5;0;0;0;0;0
FALSE;0;0;82;1;36;100;78;0;0;0;0;0;11;0;8;26;8;0;0;1;0;0
FALSE;0;0;82;2;161;100;434;2;0;0;0;0;31;0;26;29;8;0;0;1;0;0
FALSE;0;0;70;63;60;100;250;2;0;0;0;0;100;0;40;15;8;0;0;1;0;0
FALSE;0;0;65;92;89;93;228;1;0;0;0;0;100;80;57;15;3;0;0;0;0;0
FALSE;0;0;71;48;94;86;103;0;0;0;0;0;67;13;14;7;5;0;0;0;0;0
FALSE;0;0;68;78;60;100;108;0;0;0;0;0;100;0;50;14;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;78;2;83;90;239;2;0;0;0;0;55;10;15;13;6;0;0;0;0;0
FALSE;0;0;58;72;52;85;122;1;0;0;0;0;100;14;46;13;5;0;0;0;0;0
FALSE;0;0;56;59;50;90;75;6;0;0;0;0;71;31;14;21;5;0;0;0;0;0
FALSE;0;0;87;1;83;100;230;0;0;0;0;0;42;0;22;23;8;0;0;1;0;0
FALSE;0;0;64;56;76;64;212;0;0;0;0;0;75;10;55;11;3;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;75;24;79;98;163;0;0;0;0;0;47;63;35;46;6;0;0;0;0;0
FALSE;0;0;72;1;142;82;349;1;0;0;0;0;30;28;26;34;6;0;0;0;0;0
FALSE;0;0;80;25;74;100;118;0;0;0;0;0;75;0;73;11;8;0;0;1;0;0
FALSE;0;0;62;96;30;88;227;0;0;0;0;0;100;13;50;22;5;0;0;0;0;0
FALSE;0;0;65;31;8;100;15;3;0;0;0;0;70;0;20;10;8;0;0;1;0;0
FALSE;0;0;71;23;52;95;141;4;0;0;0;0;75;0;33;21;4;0;0;1;0;0
FALSE;0;0;68;51;89;94;171;1;0;0;0;0;50;71;12;17;6;0;0;0;0;0
FALSE;0;0;87;5;65;100;207;1;0;0;0;0;50;0;33;15;8;0;0;1;0;0
FALSE;0;0;57;9;46;75;60;1;0;0;0;0;100;42;50;9;6;0;0;0;0;0
FALSE;0;0;66;15;69;100;192;0;0;0;0;0;60;0;29;17;8;0;0;1;0;0
FALSE;0;0;60;13;59;62;172;1;0;0;0;0;83;2;69;13;4;0;0;0;0;0
FALSE;0;0;66;68;81;86;341;0;0;0;0;0;89;37;43;35;3;0;0;0;0;0
FALSE;0;0;80;3;84;100;318;2;0;0;0;0;53;0;41;59;8;0;0;1;0;0
FALSE;0;0;69;42;89;96;215;3;0;0;0;0;38;4;33;24;6;0;0;0;0;0
FALSE;0;0;80;38;201;100;224;1;0;0;0;0;78;0;5;20;8;0;0;1;0;0
FALSE;0;0;79;81;150;100;281;0;0;0;0;0;50;0;33;6;8;0;0;1;0;0
FALSE;0;0;71;27;38;95;78;0;0;0;0;0;64;55;32;21;2;0;0;0;0;0
FALSE;0;0;75;12;79;100;438;3;0;0;0;0;52;0;20;53;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;60;28;64;45;110;3;0;0;0;0;67;59;64;12;4;0;0;0;0;0
FALSE;0;0;64;5;73;85;177;0;0;0;0;0;64;2;62;34;5;0;0;0;0;0
FALSE;0;0;63;45;92;93;284;0;0;0;0;0;59;2;12;29;6;0;0;0;0;0
FALSE;0;0;75;8;80;87;247;2;0;0;0;0;40;17;23;46;6;0;0;0;0;0
FALSE;0;0;82;19;107;100;209;8;0;0;0;0;50;0;21;24;8;0;0;1;0;0
FALSE;0;0;80;42;118;100;180;0;0;0;0;0;33;0;7;27;8;0;0;1;0;0
FALSE;0;0;64;84;42;100;62;2;0;0;0;0;80;0;0;10;8;0;0;1;0;0
FALSE;0;0;63;74;58;89;121;4;0;0;0;0;100;62;50;18;5;0;0;0;0;0
FALSE;0;0;63;0;66;75;121;2;0;0;0;0;75;4;38;7;2;0;0;0;0;0
FALSE;0;0;64;41;26;92;90;2;0;0;0;0;100;0;31;13;6;0;0;1;0;0
FALSE;0;0;86;0;87;96;268;2;0;0;0;0;13;36;20;27;6;0;0;0;0;0
FALSE;0;0;69;8;31;78;0;1;0;0;0;0;80;28;78;9;2;1;0;0;0;0
FALSE;0;0;65;26;48;91;104;1;0;0;0;0;63;23;32;23;6;0;0;0;0;0
FALSE;0;0;74;34;148;96;565;0;0;0;0;0;58;62;13;24;6;0;0;0;0;0
FALSE;0;0;77;44;61;100;223;3;0;0;0;0;46;0;5;22;8;0;0;1;0;0
FALSE;0;0;65;49;67;55;360;0;0;0;0;0;60;17;45;11;3;0;0;0;0;0
FALSE;0;0;91;0;99;100;0;3;0;0;0;0;50;0;73;0;8;1;0;1;0;0
FALSE;0;0;79;8;51;100;207;2;0;0;0;0;40;0;29;28;8;0;0;1;0;0
FALSE;0;0;69;36;63;97;173;0;0;0;0;0;64;0;42;31;6;0;0;1;0;0
FALSE;0;0;51;79;96;84;186;3;0;0;0;0;100;2;56;25;2;0;0;0;0;0
FALSE;0;0;73;45;88;100;219;1;0;0;0;0;89;0;46;24;8;0;0;1;0;0
FALSE;0;0;68;50;88;90;373;4;0;0;0;0;58;0;19;21;6;0;0;1;0;0
FALSE;0;0;75;41;56;100;99;1;0;0;0;0;75;0;55;40;8;0;0;1;0;0
FALSE;0;0;63;94;40;86;76;1;0;0;0;0;100;0;27;22;6;0;0;1;0;0
FALSE;0;0;70;26;75;87;186;2;0;0;0;0;33;28;16;24;2;0;0;0;0;0
FALSE;0;0;73;29;105;95;283;1;0;0;0;0;63;6;33;22;6;0;0;0;0;0
FALSE;0;0;66;91;91;88;239;1;0;0;0;0;58;28;27;34;2;0;0;0;0;0
FALSE;0;0;67;40;118;93;261;6;0;0;0;0;88;4;29;28;5;0;0;0;0;0
FALSE;0;0;91;3;127;100;175;0;0;0;0;0;29;0;28;16;8;0;0;1;0;0
FALSE;0;0;68;62;96;95;176;0;0;0;0;0;89;11;27;22;6;0;0;0;0;0
FALSE;0;0;78;14;58;100;126;2;0;0;0;0;50;0;51;45;8;0;0;1;0;0
FALSE;0;0;74;39;44;100;183;0;0;0;0;0;75;0;33;12;8;0;0;1;0;0
FALSE;0;0;63;30;89;95;278;3;0;0;0;0;86;3;24;38;6;0;0;0;0;0
FALSE;0;0;69;42;67;100;192;3;0;0;0;0;79;0;42;36;8;0;0;1;0;0
FALSE;0;0;72;21;34;100;73;4;0;0;0;0;50;0;19;31;8;0;0;1;0;0
FALSE;0;0;68;22;32;100;86;4;0;0;0;0;57;0;25;28;8;0;0;1;0;0
FALSE;0;0;80;16;96;100;194;1;0;0;0;0;55;0;30;21;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;76;54;67;95;181;0;0;0;0;0;63;31;58;19;6;0;0;0;0;0
FALSE;0;0;80;6;34;100;93;0;0;0;0;0;67;0;40;15;8;0;0;1;0;0
FALSE;0;0;85;19;69;100;184;2;0;0;0;0;67;0;45;31;8;0;0;1;0;0
FALSE;0;0;84;0;56;100;271;3;0;0;0;0;50;0;57;18;8;0;0;1;0;0
FALSE;0;0;83;11;91;100;287;1;0;0;0;0;58;0;42;27;8;0;0;1;0;0
FALSE;0;0;86;1;85;94;197;1;0;0;0;0;38;25;25;16;5;0;0;0;0;0
FALSE;0;0;62;73;54;86;157;0;0;0;0;0;83;26;24;31;6;0;0;0;0;0
FALSE;0;0;66;66;89;50;173;12;0;0;0;0;100;65;50;2;6;0;0;0;0;0
FALSE;0;0;75;48;69;100;176;0;0;0;0;0;82;0;42;19;8;0;0;1;0;0
FALSE;0;0;81;10;99;71;168;0;0;0;0;0;75;48;65;17;6;0;0;0;0;0
FALSE;0;0;66;31;92;80;208;0;0;0;0;0;67;3;40;25;6;0;0;0;0;0
FALSE;0;0;74;68;69;92;265;2;0;0;0;0;78;42;44;37;6;0;0;0;0;0
FALSE;0;0;80;9;32;93;70;1;0;0;0;0;43;56;36;14;6;0;0;0;0;0
FALSE;0;0;82;3;101;100;439;1;0;0;0;0;33;0;13;33;8;0;0;1;0;0
FALSE;0;0;69;44;104;100;234;0;0;0;0;0;80;0;38;13;8;0;0;1;0;0
FALSE;0;0;66;53;18;100;31;1;0;0;0;0;100;0;10;10;8;0;0;1;0;0
FALSE;0;0;84;0;199;88;397;0;0;0;0;0;50;65;13;8;6;0;0;0;0;0
FALSE;0;0;85;1;62;100;132;0;0;0;0;0;67;0;21;29;7;0;0;1;0;0
FALSE;0;0;73;43;58;100;188;4;0;0;0;0;62;0;40;25;8;0;0;1;0;0
FALSE;0;0;58;0;50;80;157;0;0;1;0;0;75;5;60;5;6;0;0;0;0;0
FALSE;0;0;67;72;101;97;310;1;0;0;0;0;86;9;42;31;6;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;82;19;47;100;108;0;0;0;0;0;60;0;20;2;8;0;0;1;0;0
FALSE;0;0;89;6;111;100;286;0;0;0;0;0;63;0;47;19;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;75;41;50;100;102;3;0;0;0;0;86;0;27;16;8;0;0;1;0;0
FALSE;0;0;81;34;92;100;198;2;0;0;0;0;60;0;30;20;8;0;0;1;0;0
FALSE;0;0;74;60;49;100;104;0;0;0;0;0;100;0;31;13;8;0;0;1;0;0
FALSE;0;0;88;9;74;100;200;1;0;0;0;0;50;0;25;20;8;0;0;1;0;0
FALSE;0;0;84;3;92;95;202;1;0;0;0;0;36;51;26;34;6;0;0;0;0;0
FALSE;0;0;83;3;81;100;183;0;0;0;0;0;63;0;61;32;8;0;0;1;0;0
FALSE;0;0;85;11;58;100;201;1;0;0;0;0;80;0;57;7;8;0;0;1;0;0
FALSE;0;0;75;11;53;100;248;1;0;0;0;0;50;0;25;24;8;0;0;1;0;0
FALSE;0;0;88;0;121;100;0;0;0;0;0;0;30;0;17;0;8;1;0;1;0;0
FALSE;0;0;72;40;65;100;132;3;0;0;0;0;73;0;42;26;8;0;0;1;0;0
FALSE;0;0;79;6;85;97;214;2;0;0;0;0;38;8;27;15;6;0;0;0;0;0
FALSE;0;0;70;51;93;89;234;2;0;0;0;0;70;12;44;27;6;0;0;0;0;0
FALSE;0;0;72;34;58;100;166;0;0;0;0;0;33;0;20;33;8;0;0;1;0;0
FALSE;0;0;67;5;38;67;48;3;0;0;0;0;50;6;0;3;5;0;0;0;0;0
FALSE;0;0;78;11;58;100;111;3;0;0;0;0;75;0;32;22;8;0;0;1;0;0
FALSE;0;0;81;9;51;100;266;1;0;0;0;0;83;0;53;30;8;0;0;1;0;0
FALSE;0;0;62;44;90;71;137;1;0;0;0;0;67;7;7;14;6;0;0;0;0;0
FALSE;0;0;75;32;107;82;290;2;0;0;0;0;83;31;36;11;3;0;0;0;0;0
FALSE;0;0;72;16;62;95;221;2;0;0;0;0;43;57;14;22;5;0;0;0;0;0
FALSE;0;0;69;0;77;71;10;0;0;1;0;0;100;17;86;2;4;0;0;0;0;0
FALSE;0;0;80;47;103;100;148;1;0;0;0;0;88;0;75;16;8;0;0;1;0;0
FALSE;0;0;86;0;100;100;206;2;0;0;0;0;50;0;38;24;8;0;0;1;0;0
FALSE;0;0;58;0;49;57;108;3;0;0;0;0;83;6;71;14;2;0;0;0;0;0
FALSE;0;0;78;19;49;100;103;0;0;0;0;0;80;0;76;13;8;0;0;1;0;0
FALSE;0;0;76;33;92;95;353;1;0;0;0;0;80;69;29;42;6;0;0;0;0;0
FALSE;0;0;84;0;63;100;149;0;0;0;0;0;29;0;15;28;8;0;0;1;0;0
FALSE;0;0;83;0;75;96;227;0;0;0;0;0;33;50;48;24;6;0;0;0;0;0
FALSE;0;0;76;48;54;100;146;0;0;0;0;0;100;0;36;14;8;0;0;1;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;86;0;109;100;347;0;0;0;0;0;43;0;38;26;8;0;0;1;0;0
FALSE;0;0;80;42;43;100;72;1;0;0;0;0;57;0;22;18;8;0;0;1;0;0
FALSE;0;0;59;88;76;80;244;2;0;0;0;0;93;6;40;30;5;0;0;0;0;0
FALSE;0;0;55;13;24;86;37;0;0;0;0;0;75;1;57;7;5;0;0;0;0;0
FALSE;0;0;56;62;90;69;189;2;0;0;0;0;67;2;31;29;6;0;0;0;0;0
FALSE;0;0;65;39;61;90;121;1;0;0;0;0;69;13;37;1;6;0;0;0;0;0
FALSE;0;0;55;40;103;75;378;2;0;0;0;0;67;1;29;26;2;0;0;0;0;0
FALSE;0;0;65;0;101;100;267;2;0;0;0;0;67;0;57;8;8;0;0;1;0;0
FALSE;0;0;68;32;107;90;295;1;0;0;0;0;56;2;24;21;6;0;0;0;0;0
FALSE;0;0;77;3;154;100;298;3;0;0;0;0;67;0;33;12;8;0;0;1;0;0
FALSE;0;0;66;60;59;100;0;0;0;0;0;0;82;0;35;31;8;1;0;1;0;0
FALSE;0;0;61;96;125;71;255;0;0;0;0;0;100;12;32;22;2;0;0;0;0;0
FALSE;0;0;75;39;102;100;255;1;0;0;0;0;53;0;13;32;8;0;0;1;0;0
FALSE;0;0;77;34;116;95;239;1;0;0;0;0;22;0;19;21;6;0;0;1;0;0
FALSE;0;0;43;0;48;88;71;0;0;1;0;0;100;1;75;8;5;0;0;0;0;0
FALSE;0;0;74;58;48;100;183;1;0;0;0;0;83;0;25;12;8;0;0;1;0;0
FALSE;0;0;84;6;113;94;245;0;0;0;0;0;40;17;12;17;6;0;0;0;0;0
FALSE;0;0;85;0;132;100;328;1;0;0;0;0;50;0;43;7;8;0;0;1;0;0
FALSE;0;0;73;20;48;95;106;4;0;0;0;0;40;81;30;20;6;0;0;0;0;0
FALSE;0;0;74;1;93;92;257;2;0;0;0;0;33;23;32;38;6;0;0;0;0;0
FALSE;0;0;81;2;129;94;342;0;0;0;0;0;100;50;39;18;2;0;0;0;0;0
FALSE;0;0;75;53;66;100;164;0;0;0;0;0;55;0;21;19;8;0;0;1;0;0
FALSE;0;0;82;7;88;100;237;0;0;0;0;0;43;0;13;31;8;0;0;1;0;0
FALSE;0;0;67;103;75;93;188;3;0;0;0;0;100;80;29;14;6;0;0;0;0;0
FALSE;0;0;62;63;100;75;269;1;0;0;0;0;73;9;29;28;4;0;0;0;0;0
FALSE;0;0;75;40;32;100;60;3;0;0;0;0;50;0;31;13;8;0;0;1;0;0
FALSE;0;0;67;60;67;88;187;1;0;0;0;0;78;2;41;17;2;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;67;41;14;100;36;0;0;0;0;0;80;0;67;6;8;0;0;1;0;0
FALSE;0;0;70;55;85;100;222;1;0;0;0;0;71;0;25;21;8;0;0;1;0;0
FALSE;0;0;78;11;32;100;50;2;0;0;0;0;75;0;60;5;8;0;0;1;0;0
FALSE;0;0;83;2;102;97;190;1;0;0;0;0;42;52;19;33;6;0;0;0;0;0
FALSE;0;0;62;20;80;84;232;0;0;0;0;0;71;12;23;31;6;0;0;0;0;0
FALSE;0;0;66;0;69;83;204;0;0;0;0;0;80;10;75;12;5;0;0;0;0;0
FALSE;1;1;20;0;0;20;0;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1
FALSE;0;0;68;19;13;100;21;2;0;0;0;0;100;0;86;7;8;0;0;1;0;0
FALSE;0;0;74;18;69;86;123;3;0;0;0;0;80;39;38;29;3;0;0;0;0;0
FALSE;0;0;64;57;71;83;165;3;0;0;0;0;45;4;33;20;3;0;0;0;0;0
FALSE;0;0;71;41;31;100;65;1;0;0;0;0;50;0;20;20;8;0;0;1;0;0
FALSE;0;0;54;79;113;50;257;1;0;0;0;0;88;1;10;11;6;0;0;0;0;0
FALSE;0;0;68;63;41;100;144;1;0;0;0;0;93;0;24;21;8;0;0;1;0;0
FALSE;0;0;68;92;41;100;110;1;0;0;0;0;71;0;25;32;8;0;0;1;0;0
FALSE;0;0;77;1;122;93;0;0;0;0;0;0;75;49;20;0;2;1;0;0;0;0
