"Zuzanna","Lena","Maja","Hanna","Zofia","Amelia","Natalia","Wiktoria","Emilia","Antonina","Laura","Anna","Nadia","Liliana"
FALSE,0.932432432432432,0.217830593931608,0.441860465116279,1,0,FALSE,0.57,0,0.26,0,1,TRUE,TRUE
FALSE,0.756756756756757,0.523266880827075,0.267441860465116,0.75,0.220563847429519,FALSE,0.75,0.735326393741223,0.6,0.05,0.75,FALSE,FALSE
FALSE,0.662162162162162,0.763399378885178,0.527131782945736,0.425,0.301824212271973,FALSE,0.43,0.51967508419557,0.38,0.13,0.5,FALSE,FALSE
FALSE,0.702702702702703,0.750321368155817,0.37984496124031,0.925,0.321724709784411,FALSE,0.57,0.90442312719375,0.28,0.19,0.75,FALSE,FALSE
FALSE,0.554054054054054,0.913103710123318,0.294573643410853,0.5875,0.212271973466003,FALSE,1,0.767623112413507,0.56,0.18,0.375,FALSE,FALSE
FALSE,0.635135135135135,0.745763053579563,0.25968992248062,1,0,FALSE,1,0,0,0,1,TRUE,TRUE
FALSE,0.472972972972973,0.750321368155817,0.344961240310078,0.75,0.504145936981758,FALSE,0.75,0.676112872537642,0.3,0.4,0.625,FALSE,FALSE
FALSE,0.554054054054054,0.741097474758683,0.104651162790698,0.6875,0.101160862354892,FALSE,0.83,0.56082360490208,0.38,0.08,0.625,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.824324324324324,0,0.213178294573643,0.9,0.270315091210614,FALSE,0.33,0.639433646815603,0.25,0.24,0.75,FALSE,FALSE
FALSE,0.891891891891892,0,0.251937984496124,1,0.338308457711443,FALSE,0.13,0,0.34,0.34,1,FALSE,TRUE
FALSE,0.648648648648649,0.85070350836679,0.197674418604651,1,0.205638474295191,FALSE,0.8,0,0.47,0.17,1,FALSE,TRUE
FALSE,0.581081081081081,0.866365168743911,0.0852713178294574,1,0.0630182421227197,FALSE,1,0,0.23,0.13,1,FALSE,TRUE
FALSE,0.824324324324324,0.603661671809089,0.372093023255814,1,0.509121061359867,FALSE,0.55,0,0.27,0.5,1,FALSE,TRUE
FALSE,0.581081081081081,0.836635343513056,0.174418604651163,0.925,0.109452736318408,FALSE,0.86,0,0.24,0.17,0.75,FALSE,TRUE
FALSE,0.716216216216216,0.435661187863216,0.267441860465116,0.85,0,FALSE,0.27,0.541185831340252,0.2,0,0.75,TRUE,FALSE
FALSE,0.675675675675676,0.612885565206223,0.0968992248062016,1,0.114427860696517,FALSE,0.7,0,0.2,0.21,1,FALSE,TRUE
FALSE,0.648648648648649,0.771662155754962,0.383720930232558,0.9625,0.333333333333333,FALSE,0.57,0.84887285718413,0.26,0.35,0.75,FALSE,FALSE
FALSE,0.905405405405405,0,0.27906976744186,1,0.285240464344942,FALSE,0.4,0,0.46,0.13,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.567567567567568,0.704947129989546,0.209302325581395,0.8125,0.466003316749585,FALSE,0.67,0.247948028217937,0.47,0.47,0.75,FALSE,FALSE
FALSE,0.797297297297297,0,0.333333333333333,0.85,0.442786069651741,FALSE,0.25,0.955604056051831,0.35,0.18,0.75,FALSE,FALSE
FALSE,0.513513513513513,0.856062698155738,0.496124031007752,0.725,0.407960199004975,FALSE,0.83,0.541185831340252,0.22,0.09,0.5,FALSE,FALSE
FALSE,0.675675675675676,0.845195433306077,0.24031007751938,0.7875,0.192371475953566,FALSE,0.88,0.611185324071435,0.17,0.18,0.5,FALSE,FALSE
FALSE,0.891891891891892,0.561763737613868,0.372093023255814,1,0.532338308457711,FALSE,0.63,0,0.47,0.16,1,FALSE,TRUE
FALSE,0.689189189189189,0.798138486726262,0.286821705426357,0.9375,0.285240464344942,FALSE,0.89,0.89606320771118,0.16,0.19,0.75,FALSE,FALSE
FALSE,0.567567567567568,0.845195433306077,0.24031007751938,0.9625,0.494195688225539,FALSE,0.79,0.697623619682323,0.32,0.53,0.375,FALSE,FALSE
FALSE,0.486486486486487,0.815095648071091,0.37984496124031,0.7625,0.230514096185738,FALSE,0.88,0.156437788342072,0.43,0.12,0.25,FALSE,FALSE
FALSE,0.743243243243243,0.660702683776668,0.422480620155039,0.925,0.371475953565506,FALSE,0.33,0.156437788342072,0.35,0.31,0.75,FALSE,FALSE
FALSE,0.662162162162162,0.873755264548486,0.224806201550388,0.9375,0.227197346600332,FALSE,0.86,0,0.7,0.2,0.875,FALSE,TRUE
FALSE,0.675675675675676,0.680883947887935,0.635658914728682,0.925,0.416252072968491,FALSE,0.8,0.541185831340252,0.44,0.23,0.75,FALSE,FALSE
FALSE,0.675675675675676,0.896570975522118,0.158914728682171,1,0.112769485903814,FALSE,1,0,0.57,0.07,1,FALSE,TRUE
FALSE,0.662162162162162,0.839529963554539,0.166666666666667,1,0.321724709784411,FALSE,0.67,0,0.44,0.18,1,FALSE,TRUE
FALSE,0.527027027027027,0.839529963554539,0.534883720930233,0.8125,0.537313432835821,FALSE,0.9,0.404385816560008,0.26,0.27,0.75,FALSE,FALSE
FALSE,0.486486486486487,0.84238293293914,0.201550387596899,0.925,0.169154228855721,FALSE,0.55,0.676112872537642,0.22,0.11,0.75,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.797297297297297,0.549743211798375,0.27906976744186,1,0.330016583747927,FALSE,0.63,0,0.14,0.14,1,FALSE,TRUE
FALSE,0.675675675675676,0.798138486726262,0.267441860465116,1,0.384742951907131,FALSE,0.57,0,0.3,0.27,1,FALSE,TRUE
FALSE,0.594594594594595,0.85070350836679,0.205426356589147,0.875,0.192371475953566,FALSE,1,0.90442312719375,0.45,0.2,0.375,FALSE,FALSE
FALSE,0.837837837837838,0,0.437984496124031,1,0.7893864013267,FALSE,0.29,0,0.08,0.25,1,FALSE,TRUE
FALSE,0.743243243243243,0.508572903929289,0.0697674418604651,1,0.0746268656716418,FALSE,0.57,0,0.4,0.1,1,FALSE,TRUE
FALSE,0.864864864864865,0.57309699081281,0.263565891472868,1,0.192371475953566,FALSE,0.89,0,0.55,0.22,1,FALSE,TRUE
FALSE,0.594594594594595,0.815095648071091,0.313953488372093,0.9625,0.240464344941957,FALSE,0.75,0.312875576684143,0.61,0.3,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.667660518779224,0.24031007751938,1,0.2106135986733,FALSE,0.83,0,0.25,0.1,1,FALSE,TRUE
FALSE,0.702702702702703,0.745763053579563,0.368217054263566,1,0.346600331674959,FALSE,0.82,0,0.38,0.42,1,FALSE,TRUE
FALSE,0.621621621621622,0.853401209183272,0.298449612403101,0.875,0.266998341625207,FALSE,0.83,0.988988449221785,0.4,0.11,0.25,FALSE,FALSE
FALSE,0.702702702702703,0.892213042924875,0.406976744186047,1,0.587064676616915,FALSE,0.92,0,0.29,0.24,1,FALSE,TRUE
FALSE,0.918918918918919,0,0.445736434108527,1,0.33665008291874,FALSE,0.6,0,0.23,0.13,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.581081081081081,0.630138002780389,0.271317829457364,0.4375,0.223880597014925,FALSE,0.8,0.156437788342072,0.55,0.11,0.625,FALSE,FALSE
FALSE,0.662162162162162,0.603661671809089,0.418604651162791,0.7625,0.509121061359867,FALSE,0.89,0.312875576684143,0.33,0.21,0.75,FALSE,FALSE
FALSE,0.608108108108108,0.58381732868179,0.344961240310078,0.9125,0.504145936981758,FALSE,0.46,0.156437788342072,0.08,0.4,0.75,FALSE,FALSE
FALSE,0.581081081081081,0.763399378885178,0.166666666666667,1,0.117744610281924,FALSE,0.65,0,0.16,0.18,1,FALSE,TRUE
FALSE,0.608108108108108,0.759135172572524,0.294573643410853,0.6625,0.227197346600332,FALSE,1,0.578888605399151,0.6,0.3,0.5,FALSE,FALSE
FALSE,0.459459459459459,0.653491781794824,0.244186046511628,0.7125,0.194029850746269,FALSE,0.5,0.312875576684143,0.41,0.23,0.625,FALSE,FALSE
FALSE,0.905405405405405,0.274871605899187,0.472868217054264,1,0.507462686567164,FALSE,0.67,0,0.36,0.14,1,FALSE,TRUE
FALSE,0.594594594594595,0.950899524513259,0.147286821705426,0.6875,0.145936981757877,FALSE,1,0.968322464216629,0.75,0.04,0.375,FALSE,FALSE
FALSE,0.648648648648649,0.821492265740697,0.364341085271318,0.9625,0.54228855721393,FALSE,0.63,0.924060900755578,0.19,0.12,0.75,FALSE,FALSE
FALSE,0.810810810810811,0.412307408848781,0.364341085271318,1,0.482587064676617,FALSE,0.75,0,0.68,0.24,1,FALSE,TRUE
FALSE,0.608108108108108,0.759135172572524,0.24031007751938,0.75,0.257048092868988,FALSE,0.71,0.74384408465381,0.48,0.4,0.75,FALSE,FALSE
FALSE,0.621621621621622,0,0.263565891472868,0.925,0.344941956882255,FALSE,0.83,0.795871435157675,0.39,0.18,0.75,FALSE,FALSE
FALSE,0.864864864864865,0,0.236434108527132,1,0.21558872305141,FALSE,0.67,0,0.43,0.14,1,FALSE,TRUE
FALSE,0.702702702702703,0,0.286821705426357,0.6875,0.225538971807629,FALSE,0,0.735326393741223,0.25,0.04,0.75,FALSE,FALSE
FALSE,0.743243243243243,0.217830593931608,0.39922480620155,0.85,0.411276948590381,FALSE,0.57,0.312875576684143,0.13,0.16,0.75,FALSE,FALSE
FALSE,0.756756756756757,0.687179014747969,0.333333333333333,1,0.301824212271973,FALSE,0.8,0,0.39,0.23,1,FALSE,TRUE
FALSE,0.837837837837838,0.217830593931608,0.356589147286822,1,0.378109452736318,FALSE,0.68,0,0.34,0.29,1,FALSE,TRUE
FALSE,0.594594594594595,0,0.22093023255814,0.7375,0.270315091210614,TRUE,0.67,0.916409591027645,0.57,0.04,0.375,FALSE,FALSE
FALSE,0.689189189189189,0.612885565206223,0.453488372093023,0.9125,0.533996683250415,FALSE,0.25,0.51967508419557,0.48,0.3,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.47544976225663,0.147286821705426,0.9125,0.165837479270315,FALSE,0.57,0.802413690951419,0.27,0.15,0.75,FALSE,FALSE
FALSE,0.918918918918919,0.217830593931608,0.534883720930233,1,0.339966832504146,FALSE,0.24,0,0.11,0.08,1,FALSE,TRUE
FALSE,0.621621621621622,0.536946646043673,0.248062015503876,0.7875,0.33665008291874,FALSE,0.38,0.363237295853499,0.26,0.23,0.625,FALSE,FALSE
FALSE,0.824324324324324,0.508572903929289,0.25968992248062,1,0.281923714759536,FALSE,0.63,0,0.25,0.24,1,FALSE,TRUE
FALSE,0.702702702702703,0.680883947887935,0.151162790697674,1,0.316749585406302,FALSE,0.44,0,0.19,0.35,1,FALSE,TRUE
FALSE,0.527027027027027,0.771662155754962,0.217054263565891,1,0.225538971807629,FALSE,0.59,0,0.12,0.42,1,FALSE,TRUE
FALSE,0.608108108108108,0.710532793762404,0.263565891472868,0.7625,0.199004975124378,FALSE,0.8,0.687124423315857,0.1,0.21,0.75,FALSE,FALSE
FALSE,0.635135135135135,0.827688956041354,0.263565891472868,1,0.490878938640133,FALSE,0.8,0,0.27,0.22,1,FALSE,TRUE
FALSE,0.472972972972973,0.750321368155817,0.112403100775194,0.9,0.167495854063018,FALSE,1,0.247948028217937,0.38,0.13,0.75,FALSE,FALSE
FALSE,0.837837837837838,0.646008706878883,0.39922480620155,1,0.474295190713101,FALSE,0.89,0,0.47,0.17,1,FALSE,TRUE
FALSE,0.648648648648649,0.412307408848781,0.201550387596899,0.925,0.237147595356551,FALSE,0.53,0.156437788342072,0.19,0.36,0.75,FALSE,FALSE
FALSE,0.621621621621622,0,0.201550387596899,0.75,0.180762852404643,TRUE,1,0,0.4,0.05,0.75,FALSE,TRUE
FALSE,0.675675675675676,0.787221346904295,0.166666666666667,1,0.202321724709784,FALSE,0.88,0,0.36,0.15,1,FALSE,TRUE
FALSE,0.527027027027027,0.787221346904295,0.178294573643411,0.5,0.111111111111111,FALSE,0.6,0.404385816560008,0.2,0.05,0.625,FALSE,FALSE
FALSE,0.527027027027027,0.883198856529157,0.271317829457364,0.2875,0.338308457711443,FALSE,1,0.541185831340252,0.29,0.07,0.25,FALSE,FALSE
FALSE,0.581081081081081,0.750321368155817,0.143410852713178,1,0.157545605306799,FALSE,0.69,0,0.37,0.19,1,FALSE,TRUE
FALSE,0.837837837837838,0.385831077877481,0.244186046511628,1,0.444444444444444,FALSE,0.25,0,0.07,0.36,1,FALSE,TRUE
FALSE,0.891891891891892,0.549743211798375,0.267441860465116,1,0.247097844112769,FALSE,0.43,0,0.57,0.14,1,FALSE,TRUE
FALSE,0.635135135135135,0.754777239975281,0.197674418604651,0.9625,0.262023217247098,FALSE,0.67,0,0.45,0.29,0.75,FALSE,TRUE
FALSE,0.851351351351351,0.62169936962293,0.678294573643411,0.9125,0.689883913764511,FALSE,0.64,0.859133352289372,0.11,0.27,0.625,FALSE,FALSE
FALSE,0.648648648648649,0.319116052112065,0.577519379844961,0.1625,0.628524046434494,FALSE,1,0.832550660879713,0.83,0.06,0.25,FALSE,FALSE
FALSE,0.662162162162162,0.731423460960846,0.174418604651163,1,0.127694859038143,FALSE,0.75,0,0.38,0.29,1,FALSE,TRUE
FALSE,0.810810810810811,0.715965406233678,0.25968992248062,1,0.323383084577114,FALSE,0.83,0,0.25,0.25,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.648648648648649,0.779594331545476,0.209302325581395,1,0.222222222222222,FALSE,0.83,0,0.5,0.24,1,FALSE,TRUE
FALSE,0.77027027027027,0.456551855061659,0.337209302325581,1,0.323383084577114,FALSE,0.78,0,0.36,0.49,1,FALSE,TRUE
FALSE,0.648648648648649,0.821492265740697,0.189922480620155,1,0.313432835820896,FALSE,0.75,0,0.5,0.06,1,FALSE,TRUE
FALSE,0.635135135135135,0.274871605899187,0.310077519379845,0.9375,0.338308457711443,FALSE,0.4,0.94557164790026,0.39,0.23,0.25,FALSE,FALSE
FALSE,0.797297297297297,0.674382448993267,0.375968992248062,1,0.580431177446103,FALSE,0.27,0,0.39,0.28,1,FALSE,TRUE
FALSE,0.756756756756757,0.736319461598892,0.558139534883721,1,0.552238805970149,FALSE,0.69,0,0.36,0.25,1,FALSE,TRUE
FALSE,0.594594594594595,0.217830593931608,0.12015503875969,1,0.0762852404643449,FALSE,0.67,0,0.2,0.05,1,FALSE,TRUE
FALSE,0.648648648648649,0.693280356188238,0.310077519379845,0.9625,0,FALSE,0.87,0.697623619682323,0.16,0,0.75,TRUE,FALSE
FALSE,0.824324324324324,0.783444509828477,0.511627906976744,1,0.552238805970149,FALSE,0.8,0,0.25,0.12,1,FALSE,TRUE
FALSE,0.662162162162162,0.715965406233678,0.178294573643411,0.825,0.303482587064677,FALSE,0.56,0.687124423315857,0.45,0.22,0.25,FALSE,FALSE
FALSE,0.77027027027027,0,0.158914728682171,1,0.0978441127694859,FALSE,0.67,0,0.5,0.06,1,FALSE,TRUE
FALSE,0.689189189189189,0.827688956041354,0.232558139534884,1,0.235489220563847,FALSE,0.71,0,0.5,0.4,1,FALSE,TRUE
FALSE,0.716216216216216,0.687179014747969,0.197674418604651,1,0.225538971807629,FALSE,0.5,0,0.38,0.16,1,FALSE,TRUE
FALSE,0.864864864864865,0.674382448993267,0.317829457364341,1,0.325041459369818,FALSE,0.64,0,0.17,0.25,1,FALSE,TRUE
FALSE,0.635135135135135,0.754777239975281,0.116279069767442,1,0.15257048092869,FALSE,0.82,0,0.29,0.14,1,FALSE,TRUE
FALSE,0.581081081081081,0.790927584744418,0.414728682170543,0.7375,0.449419568822554,FALSE,0.5,0.814955362990154,0.48,0.31,0.25,FALSE,FALSE
FALSE,0.608108108108108,0.771662155754962,0.124031007751938,1,0.119402985074627,FALSE,0.4,0,0.05,0.21,1,FALSE,TRUE
FALSE,0.608108108108108,0.630138002780389,0.108527131782946,0.6875,0.401326699834163,FALSE,1,0.595614183439992,0.63,0.07,0.25,FALSE,FALSE
FALSE,0.702702702702703,0.750321368155817,0.205426356589147,1,0.139303482587065,FALSE,0.64,0,0.27,0.3,1,FALSE,TRUE
FALSE,0.716216216216216,0.561763737613868,0.426356589147287,0.6625,0.26865671641791,FALSE,0.67,0.789133859558188,0.07,0.15,0.625,FALSE,FALSE
FALSE,0.5,0.907064320863323,0.116279069767442,0.925,0.122719734660033,FALSE,0.91,0.938626730052429,0.44,0.16,0.625,FALSE,FALSE
FALSE,0.486486486486487,0.385831077877481,0.375968992248062,0.725,0.683250414593698,FALSE,0.6,0.247948028217937,0.59,0.3,0.25,FALSE,FALSE
FALSE,0.851351351351351,0.492702199830796,0.217054263565891,0.9625,0.286898839137645,FALSE,0.53,0.84887285718413,0.2,0.31,0.75,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.864864864864865,0.137435802949594,0.36046511627907,1,0.444444444444444,FALSE,0.71,0,0.33,0.15,1,FALSE,TRUE
FALSE,0.932432432432432,0,0.418604651162791,1,0.316749585406302,FALSE,0.5,0,0.33,0.03,1,FALSE,TRUE
FALSE,0.756756756756757,0.787221346904295,0.325581395348837,1,0.270315091210614,FALSE,0.89,0,0.5,0.24,1,FALSE,TRUE
FALSE,0.878378378378378,0,0.298449612403101,1,0.30016583747927,FALSE,0.5,0,0.5,0.1,1,FALSE,TRUE
FALSE,0.675675675675676,0.63823210422413,0.22093023255814,0.825,0.174129353233831,FALSE,0.67,0.43917639509792,0.07,0.14,0.75,FALSE,FALSE
FALSE,0.689189189189189,0.47544976225663,0.321705426356589,0.8125,0.344941956882255,FALSE,0.45,0.595614183439992,0.35,0.26,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.593987658011253,0.263565891472868,0.8875,0.313432835820896,FALSE,0.5,0.495896056435873,0.52,0.33,0.75,FALSE,FALSE
FALSE,0.932432432432432,0.217830593931608,0.410852713178295,1,0.601990049751244,FALSE,0.64,0,0.29,0.24,0.875,FALSE,TRUE
FALSE,0.932432432432432,0.456551855061659,0.313953488372093,1,0.399668325041459,FALSE,0.5,0,0.4,0.18,1,FALSE,TRUE
FALSE,0.959459459459459,0,0.810077519379845,1,0.467661691542289,FALSE,0,0,0.43,0.07,1,FALSE,TRUE
FALSE,0.662162162162162,0.58381732868179,0.166666666666667,0.6875,0.0978441127694859,FALSE,0.75,0.789133859558188,0.5,0.12,0.375,FALSE,FALSE
FALSE,0.756756756756757,0.693280356188238,0.271317829457364,0.9625,0.248756218905473,FALSE,0.64,0,0.27,0.33,0.75,FALSE,TRUE
FALSE,0.743243243243243,0.561763737613868,0.236434108527132,1,0.290215588723051,FALSE,0.33,0,0.34,0.38,1,FALSE,TRUE
FALSE,0.72972972972973,0,0.461240310077519,0.775,0.477611940298507,FALSE,0.83,0.495896056435873,0.41,0.18,0.5,FALSE,FALSE
FALSE,0.959459459459459,0.355266396881202,0.457364341085271,1,0.398009950248756,FALSE,0.5,0,0,0.08,1,FALSE,TRUE
FALSE,0.621621621621622,0.715965406233678,0.313953488372093,0.975,0.291873963515755,FALSE,0.47,0.312875576684143,0.39,0.44,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.653491781794824,0.158914728682171,1,0.149253731343284,FALSE,1,0,0.67,0.03,1,FALSE,TRUE
FALSE,0.783783783783784,0.385831077877481,0.410852713178295,0.95,0.563847429519071,FALSE,0.56,0.469313365026215,0.56,0.25,0.75,FALSE,FALSE
FALSE,0.513513513513513,0.818319750837529,0.186046511627907,0.75,0.24212271973466,FALSE,0.8,0.707656027833894,0.24,0.25,0.625,FALSE,FALSE
FALSE,0.540540540540541,0.824614817697562,0.135658914728682,0.85,0.102819237147595,FALSE,0.45,0.578888605399151,0.18,0.02,0.75,FALSE,FALSE
FALSE,0.810810810810811,0.549743211798375,0.275193798449612,1,0.311774461028192,FALSE,0.25,0,0.39,0.36,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.5,0.435661187863216,0.286821705426357,0.6125,0.293532338308458,FALSE,0.67,0.404385816560008,0.38,0.13,0.375,FALSE,FALSE
FALSE,0.945945945945946,0.549743211798375,0.337209302325581,1,0.344941956882255,FALSE,0.38,0,0.29,0.14,1,FALSE,TRUE
FALSE,0.648648648648649,0.536946646043673,0.25968992248062,0.95,0.376451077943615,FALSE,0.64,0.363237295853499,0.56,0.21,0.75,FALSE,FALSE
FALSE,0.540540540540541,0.435661187863216,0.248062015503876,0.55,0.250414593698176,FALSE,0.83,0.56082360490208,0.36,0.17,0.5,FALSE,FALSE
FALSE,0.364864864864865,0.902933380793855,0.341085271317829,0.625,0.409618573797678,FALSE,0.8,0,0.3,0.3,0.25,FALSE,FALSE
FALSE,0.783783783783784,0.385831077877481,0.267441860465116,0.7875,0.311774461028192,FALSE,0.71,0.707656027833894,0.44,0.18,0.75,FALSE,FALSE
FALSE,0.716216216216216,0.759135172572524,0.437984496124031,1,0.416252072968491,FALSE,0.76,0,0.33,0.63,1,FALSE,TRUE
FALSE,0.540540540540541,0.898714541819543,0.127906976744186,0.6375,0.132669983416252,FALSE,1,0.775023513809374,0.43,0.07,0.5,FALSE,FALSE
FALSE,0.554054054054054,0.771662155754962,0.37984496124031,0.925,0.543946932006633,FALSE,0.5,0.795871435157675,0.31,0.16,0.75,FALSE,FALSE
FALSE,0.581081081081081,0.798138486726262,0.275193798449612,0.9625,0.315091210613599,FALSE,0.8,0.541185831340252,0.28,0.39,0.75,FALSE,FALSE
FALSE,0.77027027027027,0.58381732868179,0.298449612403101,1,0.325041459369818,FALSE,0.7,0,0.41,0.32,1,FALSE,TRUE
FALSE,0.554054054054054,0.900835181834772,0.0775193798449612,1,0.0895522388059701,FALSE,1,0,0.2,0.05,1,FALSE,TRUE
FALSE,0.743243243243243,0.91703013449507,0.406976744186047,1,0.187396351575456,FALSE,1,0,0,0.02,1,FALSE,TRUE
FALSE,0.864864864864865,0.435661187863216,0.290697674418605,0.9375,0.60530679933665,FALSE,0.31,0.900281872995882,0,0.31,0.75,FALSE,FALSE
FALSE,0.554054054054054,0.91703013449507,0.151162790697674,0.875,0.109452736318408,FALSE,1,0.717261393244151,0.75,0.21,0.75,FALSE,FALSE
FALSE,0.675675675675676,0.771662155754962,0.193798449612403,0.95,0.129353233830846,FALSE,0.78,0.56082360490208,0.46,0.24,0.75,FALSE,FALSE
FALSE,0.878378378378378,0.355266396881202,0.193798449612403,1,0.137645107794362,FALSE,0.5,0,0.5,0.2,1,FALSE,TRUE
FALSE,0.675675675675676,0.435661187863216,0.228682170542636,0.9125,0.253731343283582,FALSE,0.29,0.247948028217937,0.07,0.28,0.75,FALSE,FALSE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.527027027027027,0.896570975522118,0.348837209302326,0.8375,0.361525704809287,FALSE,0.67,0.595614183439992,0.45,0.67,0.25,FALSE,FALSE
FALSE,0.878378378378378,0.745763053579563,0.403100775193798,1,0.461028192371476,FALSE,0.44,0,0.35,0.23,1,FALSE,TRUE
FALSE,0.864864864864865,0.646008706878883,0.306201550387597,1,0.308457711442786,FALSE,0.75,0,0.75,0.16,1,FALSE,TRUE
FALSE,0.675675675675676,0.536946646043673,0.251937984496124,1,0.149253731343284,FALSE,0.42,0,0.16,0.17,1,FALSE,TRUE
FALSE,0.905405405405405,0.319116052112065,0.344961240310078,1,0.280265339966833,FALSE,0.5,0,0.2,0.15,1,FALSE,TRUE
FALSE,0.743243243243243,0.674382448993267,0.341085271317829,1,0.827529021558872,FALSE,0.72,0,0.53,0.36,1,FALSE,TRUE
FALSE,0.77027027027027,0.653491781794824,0.213178294573643,1,0.255389718076285,FALSE,0.86,0,0.63,0.32,1,FALSE,TRUE
FALSE,0.581081081081081,0.759135172572524,0.244186046511628,0.9,0.222222222222222,FALSE,0.88,0.735326393741223,0.51,0.37,0.75,FALSE,FALSE
FALSE,0.675675675675676,0.612885565206223,0.147286821705426,1,0.174129353233831,FALSE,0.57,0,0.17,0.13,1,FALSE,TRUE
FALSE,0.581081081081081,0.721253131631384,0.573643410852713,0.8125,0.545605306799337,FALSE,0.82,0.859133352289372,0.33,0.33,0.5,FALSE,FALSE
FALSE,0.675675675675676,0.759135172572524,0.186046511627907,1,0.160862354892206,FALSE,0.6,0,0.5,0.2,1,FALSE,TRUE
FALSE,0.662162162162162,0.907064320863323,0.705426356589147,0.775,1,FALSE,0.8,0.826836633617088,0.18,0.11,0.75,FALSE,FALSE
FALSE,0.581081081081081,0.319116052112065,0.275193798449612,0.85,0.467661691542289,FALSE,0.82,0.156437788342072,0.69,0.32,0.25,FALSE,FALSE
FALSE,0.797297297297297,0.47544976225663,0.147286821705426,1,0.134328358208955,FALSE,0.5,0,0.2,0.1,1,FALSE,TRUE
TRUE,0,0,0,0,0,TRUE,0,0,0,0,0,TRUE,TRUE
FALSE,0.716216216216216,0.824614817697562,0.228682170542636,1,0.532338308457711,FALSE,0.77,0,0.29,0.41,1,FALSE,TRUE
FALSE,0.594594594594595,0.754777239975281,0.209302325581395,0.8125,0.238805970149254,FALSE,0.89,0.363237295853499,0.55,0.21,0.75,FALSE,FALSE
FALSE,0.581081081081081,0.909097958704556,0.228682170542636,1,0.451077943615257,FALSE,1,0,0.17,0.06,1,FALSE,TRUE
FALSE,0.72972972972973,0.790927584744418,0.344961240310078,0.6625,0.271973466003317,FALSE,0.4,0.578888605399151,0.45,0.11,0.625,FALSE,FALSE
FALSE,0.918918918918919,0,0.352713178294574,1,0.391376451077944,FALSE,0.33,0,0.4,0.1,1,FALSE,TRUE
FALSE,0.5,0.89440398180677,0.321705426356589,0.5375,0.384742951907131,FALSE,0.93,0,0.29,0.24,0.75,FALSE,FALSE
FALSE,0.864864864864865,0.58381732868179,0.341085271317829,1,0.27363184079602,FALSE,0.67,0,0.5,0.12,1,FALSE,TRUE
FALSE,0.635135135135135,0.57309699081281,0.430232558139535,0.6,0.42620232172471,FALSE,0.6,0.404385816560008,0.37,0.19,0.625,FALSE,FALSE
FALSE,0.77027027027027,0.745763053579563,0.282945736434109,1,0.333333333333333,FALSE,0.64,0,0.4,0.25,1,FALSE,TRUE
FALSE,0.648648648648649,0.653491781794824,0.244186046511628,0.9375,0.281923714759536,FALSE,0.64,0.864093816175966,0.36,0.24,0.75,FALSE,FALSE
FALSE,0.824324324324324,0.508572903929289,0.302325581395349,0.9,0.42620232172471,FALSE,0.56,0,0.4,0.25,0.75,FALSE,TRUE
FALSE,0.648648648648649,0.355266396881202,0.441860465116279,0.9375,0,FALSE,0.5,0.687124423315857,0.38,0.21,0.25,TRUE,FALSE
FALSE,0.837837837837838,0,0.282945736434109,1,0.356550580431177,FALSE,1,0,0.6,0.1,1,FALSE,TRUE
FALSE,0.864864864864865,0.593987658011253,0.368217054263566,1,0.529021558872305,FALSE,0.5,0,0.23,0.35,1,FALSE,TRUE
FALSE,0.554054054054054,0.783444509828477,0.310077519379845,0.825,0.233830845771144,FALSE,1,0.247948028217937,0.71,0.21,0.625,FALSE,FALSE
FALSE,0.959459459459459,0.319116052112065,0.821705426356589,1,0.892205638474295,FALSE,0.14,0,0.17,0.12,1,FALSE,TRUE
FALSE,0.932432432432432,0,0.996124031007752,1,0.628524046434494,FALSE,0,0,0.33,0.03,1,FALSE,TRUE
FALSE,0.837837837837838,0.593987658011253,0.275193798449612,1,0.479270315091211,FALSE,0.57,0,0.45,0.14,1,FALSE,TRUE
FALSE,0.472972972972973,0.827688956041354,0.0658914728682171,0.95,0.0646766169154229,FALSE,0.78,0,0.26,0.23,0.875,FALSE,TRUE
FALSE,0.635135135135135,0.687179014747969,0.170542635658915,0.875,0.144278606965174,FALSE,0.6,0.56082360490208,0.35,0.2,0.75,FALSE,FALSE
